Variable 1,Variable 2,Correlation,P-value
Family history of high blood pressure,C4H73AFD = How many times per day do you do exercise/activity A?,-0.10884278093754653,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,Family history of high blood pressure,-0.10884278093754653,0.0
C1PA24A = Number years ago told high blood pressure,C4H1E = Have you ever had a heart murmur?,0.10880058964485712,0.0
C4H1E = Have you ever had a heart murmur?,C1PA24A = Number years ago told high blood pressure,0.10880058964485712,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.10873946998970119,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.10873946998970119,0.0
C4H1D = Have you ever had blood clots?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,-0.10867166489525674,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H1D = Have you ever had blood clots?,-0.10867166489525674,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.10864066027082613,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73DFW = How many days per week do you do exercise/activity D?,-0.10864066027082613,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.10862142331933101,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73EFD = How many times per day do you do exercise/activity E?,0.10862142331933101,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H1E = Have you ever had a heart murmur?,0.10814612340729554,0.0
C4H1E = Have you ever had a heart murmur?,C1PA24EC = High blood pressure therapy - Exercise,0.10814612340729554,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H1G = Have you ever had anemia or other blood disease?,-0.10781260555479359,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H73AFD = How many times per day do you do exercise/activity A?,-0.10781260555479359,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73DC = Exercise/Activity D – Coded,-0.10765213033944733,0.0
C4H73DC = Exercise/Activity D – Coded,C4P1F3D = BP (sitting) 3 diastolic,-0.10765213033944733,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73BS = Seasonal exercise/activity B?,0.10754395529404806,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73FS = Seasonal exercise/activity F?,0.10754395529404806,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4H1G = Have you ever had anemia or other blood disease?,0.1074926462006605,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,0.1074926462006605,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.10741785181681673,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73ES = Seasonal exercise/activity E?,0.10741785181681673,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.10740191683780824,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73BS = Seasonal exercise/activity B?,0.10740191683780824,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H1A = Have you ever had heart disease?,-0.10738971145452136,0.0
C4H1A = Have you ever had heart disease?,C4H73BI = What is the intensity of exercise/activity B?,-0.10738971145452136,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73FI = What is the intensity of exercise/activity F?,0.10723695258430668,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73BS = Seasonal exercise/activity B?,0.10723695258430668,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73BS = Seasonal exercise/activity B?,0.10722212045596144,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73FFD = How many times per day do you do exercise/activity F?,0.10722212045596144,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H1G = Have you ever had anemia or other blood disease?,-0.10718738739549813,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4P1F3D = BP (sitting) 3 diastolic,-0.10718738739549813,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H1C = Have you ever had circulation problems?,-0.10714818443930423,0.0
C4H1C = Have you ever had circulation problems?,C4P1F1D = BP (sitting) 1 diastolic,-0.10714818443930423,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73FC = Exercise/Activity F – Coded,0.1070696566336206,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73BS = Seasonal exercise/activity B?,0.1070696566336206,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73BS = Seasonal exercise/activity B?,0.10706666420621276,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73FFW = How many days per week do you do exercise/activity F?,0.10706666420621276,0.0
C4H73DC = Exercise/Activity D – Coded,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.10706237207321984,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73DC = Exercise/Activity D – Coded,-0.10706237207321984,0.0
C4H73EC = Exercise/Activity E – Coded,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.10696538236398337,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H73EC = Exercise/Activity E – Coded,0.10696538236398337,0.0
C1PB1=Highest level of education completed,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,-0.1069387136366773,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C1PB1=Highest level of education completed,-0.1069387136366773,0.0
C4H1C = Have you ever had circulation problems?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,-0.10688663493705049,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H1C = Have you ever had circulation problems?,-0.10688663493705049,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73CFD = How many times per day do you do exercise/activity C?,0.10683246203244434,0.0
C4H73CFD = How many times per day do you do exercise/activity C?,C4BCHOL = Blood Total Cholesterol (mg/dL),0.10683246203244434,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.10679679703056329,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,-0.10679679703056329,0.0
Family history of stroke,C4H73DFW = How many days per week do you do exercise/activity D?,0.10664973768911563,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,Family history of stroke,0.10664973768911563,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H73ES = Seasonal exercise/activity E?,0.10656137477494283,0.0
C4H73ES = Seasonal exercise/activity E?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.10656137477494283,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.10643636501640508,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H73EI = What is the intensity of exercise/activity E?,0.10643636501640508,0.0
C4H73BS = Seasonal exercise/activity B?,Family history of stroke,-0.10641608056525051,0.0
Family history of stroke,C4H73BS = Seasonal exercise/activity B?,-0.10641608056525051,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.10635193859017737,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H73EFD = How many times per day do you do exercise/activity E?,0.10635193859017737,0.0
C4H73AC = Exercise/Activity A – Coded,C4BHDL = Blood HDL Cholesterol (mg/dL),0.10628847205378104,0.0
C4BHDL = Blood HDL Cholesterol (mg/dL),C4H73AC = Exercise/Activity A – Coded,0.10628847205378104,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H73EFW = How many days per week do you do exercise/activity E?,0.10626000940893297,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.10626000940893297,0.0
C4H1C = Have you ever had circulation problems?,Family history of stroke,0.10586898760764434,0.0
Family history of stroke,C4H1C = Have you ever had circulation problems?,0.10586898760764434,0.0
C4H1D = Have you ever had blood clots?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,-0.10583325593959639,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H1D = Have you ever had blood clots?,-0.10583325593959639,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.10576523540383088,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.10576523540383088,0.0
Family history of breast cancer,Family history of stroke,-0.10568637870434966,0.0
Family history of stroke,Family history of breast cancer,-0.10568637870434966,0.0
Family history of stroke,C4H73DFD = How many times per day do you do exercise/activity D?,0.1056549619707913,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,Family history of stroke,0.1056549619707913,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,-0.10498007264976679,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10498007264976679,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73FS = Seasonal exercise/activity F?,-0.10491563548213616,0.0
C4H73FS = Seasonal exercise/activity F?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10491563548213616,0.0
C4H73DC = Exercise/Activity D – Coded,Family history of stroke,0.10482433242401003,0.0
Family history of stroke,C4H73DC = Exercise/Activity D – Coded,0.10482433242401003,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10480600914675937,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73FFD = How many times per day do you do exercise/activity F?,-0.10480600914675937,0.0
Family history of stroke,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.1047600446227146,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,Family history of stroke,0.1047600446227146,0.0
C4H73FC = Exercise/Activity F – Coded,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10472216683335067,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73FC = Exercise/Activity F – Coded,-0.10472216683335067,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10469650322022019,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73FFW = How many days per week do you do exercise/activity F?,-0.10469650322022019,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73FI = What is the intensity of exercise/activity F?,-0.1046336236050293,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.1046336236050293,0.0
C4P1F1D = BP (sitting) 1 diastolic,Family history of high blood pressure,-0.1041115211462559,0.0
Family history of high blood pressure,C4P1F1D = BP (sitting) 1 diastolic,-0.1041115211462559,0.0
C4H1C = Have you ever had circulation problems?,C4H73BI = What is the intensity of exercise/activity B?,-0.1039632307204321,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H1C = Have you ever had circulation problems?,-0.1039632307204321,0.0
Family history of high blood pressure,C1PA24A = Number years ago told high blood pressure,0.1037552407712068,0.0
C1PA24A = Number years ago told high blood pressure,Family history of high blood pressure,0.1037552407712068,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,B1PGENDER = Gender,0.1037326329348776,0.0
B1PGENDER = Gender,C4H73BFW = How many days per week do you do exercise/activity B?,0.1037326329348776,0.0
C4H1A = Have you ever had heart disease?,total_physical_activity,0.10372589304887404,0.0
total_physical_activity,C4H1A = Have you ever had heart disease?,0.10372589304887404,0.0
Family history of stroke,C4H73DI = What is the intensity of exercise/activity D?,0.10339499970518948,0.0
C4H73DI = What is the intensity of exercise/activity D?,Family history of stroke,0.10339499970518948,0.0
C4H73DS = Seasonal exercise/activity D?,Family history of stroke,0.10310454133980244,0.0
Family history of stroke,C4H73DS = Seasonal exercise/activity D?,0.10310454133980244,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,-0.10308077131646086,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,-0.10308077131646086,0.0
C4H73BC = Exercise/Activity B – Coded,Family history of heart disease,-0.1028984429536759,0.0
Family history of heart disease,C4H73BC = Exercise/Activity B – Coded,-0.1028984429536759,0.0
C4P1GD = Average BP (sitting) diastolic,C4H1C = Have you ever had circulation problems?,-0.10236967193612831,0.0
C4H1C = Have you ever had circulation problems?,C4P1GD = Average BP (sitting) diastolic,-0.10236967193612831,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4H1E = Have you ever had a heart murmur?,0.10235614803147601,0.0
C4H1E = Have you ever had a heart murmur?,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,0.10235614803147601,0.0
C4H1A = Have you ever had heart disease?,C4H1P = Have you ever had cancer?,-0.10232561871626865,0.0
C4H1P = Have you ever had cancer?,C4H1A = Have you ever had heart disease?,-0.10232561871626865,0.0
C4H73CC = Exercise/Activity C – Coded,C1PA24EC = High blood pressure therapy - Exercise,-0.10203701724856673,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73CC = Exercise/Activity C – Coded,-0.10203701724856673,0.0
C1PA28AA = Age breast cancer diagnosed,Family history of circulation problems,0.10141627772658361,0.0
Family history of circulation problems,C1PA28AA = Age breast cancer diagnosed,0.10141627772658361,0.0
C4H73BC = Exercise/Activity B – Coded,Family history of high blood pressure,-0.10138773048735993,0.0
Family history of high blood pressure,C4H73BC = Exercise/Activity B – Coded,-0.10138773048735993,0.0
C4H73DI = What is the intensity of exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10137758304651931,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73DI = What is the intensity of exercise/activity D?,-0.10137758304651931,0.0
C4BLDL = Blood LDL Cholesterol (mg/dL),C1PA24EC = High blood pressure therapy - Exercise,-0.10108034239816652,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.10108034239816652,0.0
B1PGENDER = Gender,C4H1P = Have you ever had cancer?,0.10096353541666886,0.0
C4H1P = Have you ever had cancer?,B1PGENDER = Gender,0.10096353541666886,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73BS = Seasonal exercise/activity B?,-0.10087350354944447,0.0
C4H73BS = Seasonal exercise/activity B?,C1PA24B = Ever taken high blood pressure medicine,-0.10087350354944447,0.0
C1PA24A = Number years ago told high blood pressure,C4H1B = Have you ever had high blood pressure?,0.10084971783762271,0.0
C4H1B = Have you ever had high blood pressure?,C1PA24A = Number years ago told high blood pressure,0.10084971783762271,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73AFW = How many days per week do you do exercise/activity A?,0.1006588951541582,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4BTRIGL = Blood Triglycerides (mg/dL),0.1006588951541582,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73FS = Seasonal exercise/activity F?,0.10045585973442468,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73AC = Exercise/Activity A – Coded,0.10045585973442468,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.10042284782382147,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73DFD = How many times per day do you do exercise/activity D?,-0.10042284782382147,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73AC = Exercise/Activity A – Coded,0.10042133415347046,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.10042133415347046,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73FFD = How many times per day do you do exercise/activity F?,0.10034032106449312,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73AC = Exercise/Activity A – Coded,0.10034032106449312,0.0
C4BLDL = Blood LDL Cholesterol (mg/dL),C4H1E = Have you ever had a heart murmur?,-0.10033853107115671,0.0
C4H1E = Have you ever had a heart murmur?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.10033853107115671,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73AC = Exercise/Activity A – Coded,0.1002744250067014,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73FC = Exercise/Activity F – Coded,0.1002744250067014,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73AC = Exercise/Activity A – Coded,0.1002213076201126,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73FFW = How many days per week do you do exercise/activity F?,0.1002213076201126,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73AC = Exercise/Activity A – Coded,0.10020915508872118,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73FI = What is the intensity of exercise/activity F?,0.10020915508872118,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H1C = Have you ever had circulation problems?,-0.10013904329025558,0.0
C4H1C = Have you ever had circulation problems?,C4P1F2D = BP (sitting) 2 diastolic,-0.10013904329025558,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,Family history of breast cancer,-0.09979043221414634,0.0
Family history of breast cancer,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,-0.09979043221414634,0.0
C4H73AI = What is the intensity of exercise/activity A?,B1PGENDER = Gender,0.099712653149551,0.0
B1PGENDER = Gender,C4H73AI = What is the intensity of exercise/activity A?,0.099712653149551,0.0
C4H1D = Have you ever had blood clots?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.09968817607856291,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H1D = Have you ever had blood clots?,0.09968817607856291,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,-0.09965017929764496,0.0
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.09965017929764496,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.09944764530315137,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73DFW = How many days per week do you do exercise/activity D?,-0.09944764530315137,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73FI = What is the intensity of exercise/activity F?,0.09917040677010353,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73CC = Exercise/Activity C – Coded,0.09917040677010353,0.0
C4H73CC = Exercise/Activity C – Coded,C4H1E = Have you ever had a heart murmur?,-0.09911303908398399,0.0
C4H1E = Have you ever had a heart murmur?,C4H73CC = Exercise/Activity C – Coded,-0.09911303908398399,0.0
C1PA24B = Ever taken high blood pressure medicine,Family history of high blood pressure,0.09909287558256388,0.0
Family history of high blood pressure,C1PA24B = Ever taken high blood pressure medicine,0.09909287558256388,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73DC = Exercise/Activity D – Coded,-0.09908055946053908,0.0
C4H73DC = Exercise/Activity D – Coded,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.09908055946053908,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73CC = Exercise/Activity C – Coded,0.09904009073123438,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73FFD = How many times per day do you do exercise/activity F?,0.09904009073123438,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.09903763541526361,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73CC = Exercise/Activity C – Coded,0.09903763541526361,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73FFW = How many days per week do you do exercise/activity F?,0.09901600193367437,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73CC = Exercise/Activity C – Coded,0.09901600193367437,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73CC = Exercise/Activity C – Coded,0.09900786925803398,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73FS = Seasonal exercise/activity F?,0.09900786925803398,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73CC = Exercise/Activity C – Coded,0.09898067216058662,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73FC = Exercise/Activity F – Coded,0.09898067216058662,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H1C = Have you ever had circulation problems?,-0.09890999628078433,0.0
C4H1C = Have you ever had circulation problems?,C4P1F3S = BP (sitting) 3 systolic,-0.09890999628078433,0.0
B1PGENDER = Gender,C4H73BFD = How many times per day do you do exercise/activity B?,0.09862007068031692,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,B1PGENDER = Gender,0.09862007068031692,0.0
C4H73DS = Seasonal exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.09859461770687004,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73DS = Seasonal exercise/activity D?,-0.09859461770687004,0.0
C4H73DC = Exercise/Activity D – Coded,Family history of breast cancer,-0.09844531728963189,0.0
Family history of breast cancer,C4H73DC = Exercise/Activity D – Coded,-0.09844531728963189,0.0
C4H73BS = Seasonal exercise/activity B?,C1PA24A = Number years ago told high blood pressure,-0.09820674954448598,0.0
C1PA24A = Number years ago told high blood pressure,C4H73BS = Seasonal exercise/activity B?,-0.09820674954448598,0.0
total_physical_activity,C4H1C = Have you ever had circulation problems?,0.09807104208576307,0.0
C4H1C = Have you ever had circulation problems?,total_physical_activity,0.09807104208576307,0.0
C4H73BS = Seasonal exercise/activity B?,C1PA24 = High blood pressure ever diagnosed,-0.09790095315686093,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73BS = Seasonal exercise/activity B?,-0.09790095315686093,0.0
C4H73DS = Seasonal exercise/activity D?,Family history of breast cancer,-0.09717265957770095,0.0
Family history of breast cancer,C4H73DS = Seasonal exercise/activity D?,-0.09717265957770095,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73BI = What is the intensity of exercise/activity B?,0.09685573762102863,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.09685573762102863,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73GFW = How many days per week do you do exercise/activity G?,0.09681976119609886,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4H73BI = What is the intensity of exercise/activity B?,0.09681976119609886,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4H73BI = What is the intensity of exercise/activity B?,0.09680575117702948,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73GFD = How many times per day do you do exercise/activity G?,0.09680575117702948,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73GC = Exercise/Activity G – Coded,0.09680125075831102,0.0
C4H73GS = Seasonal exercise/activity G?,C4H73BI = What is the intensity of exercise/activity B?,0.09680125075831102,0.0
C4H73GC = Exercise/Activity G – Coded,C4H73BI = What is the intensity of exercise/activity B?,0.09680125075831102,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73GS = Seasonal exercise/activity G?,0.09680125075831102,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73GI = What is the intensity of exercise/activity G?,0.09678695658915638,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4H73BI = What is the intensity of exercise/activity B?,0.09678695658915638,0.0
C1PA28AA = Age breast cancer diagnosed,C4H1A = Have you ever had heart disease?,0.09665414849167242,0.0
C4H1A = Have you ever had heart disease?,C1PA28AA = Age breast cancer diagnosed,0.09665414849167242,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.09653865757361563,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C1PA24B = Ever taken high blood pressure medicine,-0.09653865757361563,0.0
C4H1A = Have you ever had heart disease?,C1PA24EC = High blood pressure therapy - Exercise,0.0965102120908374,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H1A = Have you ever had heart disease?,0.0965102120908374,0.0
C4H1C = Have you ever had circulation problems?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.09643357767407587,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H1C = Have you ever had circulation problems?,-0.09643357767407587,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H1G = Have you ever had anemia or other blood disease?,-0.09639522795016847,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H73BI = What is the intensity of exercise/activity B?,-0.09639522795016847,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C1PA24EC = High blood pressure therapy - Exercise,-0.09631872059453757,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73CFW = How many days per week do you do exercise/activity C?,-0.09631872059453757,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C1PA24 = High blood pressure ever diagnosed,-0.09625367544348208,0.0
C1PA24 = High blood pressure ever diagnosed,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.09625367544348208,0.0
Family history of breast cancer,C4H73DFD = How many times per day do you do exercise/activity D?,-0.09619739094168445,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,Family history of breast cancer,-0.09619739094168445,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73GI = What is the intensity of exercise/activity G?,0.09590495048353205,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.09590495048353205,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.09588614497947694,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73GFD = How many times per day do you do exercise/activity G?,0.09588614497947694,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.09587418238326116,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.09587418238326116,0.0
C4H73GS = Seasonal exercise/activity G?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.0958694077829546,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73GS = Seasonal exercise/activity G?,0.0958694077829546,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73GC = Exercise/Activity G – Coded,0.0958694077829546,0.0
C4H73GC = Exercise/Activity G – Coded,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.0958694077829546,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73GFW = How many days per week do you do exercise/activity G?,0.09586733747780204,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.09586733747780204,0.0
C4H73BS = Seasonal exercise/activity B?,C4H1G = Have you ever had anemia or other blood disease?,-0.09528180884053722,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H73BS = Seasonal exercise/activity B?,-0.09528180884053722,0.0
C4H73DI = What is the intensity of exercise/activity D?,Family history of breast cancer,-0.09507421996213423,0.0
Family history of breast cancer,C4H73DI = What is the intensity of exercise/activity D?,-0.09507421996213423,0.0
C4H1G = Have you ever had anemia or other blood disease?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,-0.09495788351125804,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H1G = Have you ever had anemia or other blood disease?,-0.09495788351125804,0.0
