Variable 1,Variable 2,Spearman Correlation,P-value,N
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73GC = Exercise/Activity G – Coded,0.25436303090767537,1.1886948821532315e-103,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73GS = Seasonal exercise/activity G?,0.25436303090767537,1.1886948821532315e-103,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73GFD = How many times per day do you do exercise/activity G?,0.2543636447998077,1.187306020510531e-103,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73GFW = How many days per week do you do exercise/activity G?,0.2543633774591393,1.187910649481715e-103,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.25436309031639714,1.1885604058204412e-103,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73GI = What is the intensity of exercise/activity G?,0.25436303769724145,1.188679512666124e-103,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H60 = Have you now or in the past used tobacco regularly?,0.04414979127350223,0.0002222024560218999,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",0.03986255716122058,0.0008576481512166744,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H61A = Do you currently smoke cigarettes regularly?,0.02149199213371045,0.07237525723121825,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.036809470700695734,0.0020839955716328838,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H63 = For how many years did you smoke regularly?,0.04025227806840026,0.0007623821129065626,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",0.03755826791425773,0.0016857263126045467,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H65 = How old were you the last time you smoked regularly?,0.04337576945939403,0.0002861313811854285,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.03966661476233736,0.0009096095051039497,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.048837801374512144,4.410507595689671e-05,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.14625016768788285,1.0077352558022197e-34,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",-0.05640944971214698,2.3689616425284343e-06,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,0.08616361044132427,5.355960294271287e-13,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.09957589847420666,7.15639621812394e-17,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.1355517355192071,5.052096268739964e-30,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.0966118705484328,5.733511634901761e-16,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD59 = Sun AM Minutes To Fall Asleep,0.09668898254762412,5.435660860392627e-16,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.16150986092876332,4.5829687507478943e-42,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD511 = Sun AM How Many Times Did You Wake,-0.11765049167685054,5.681599611805181e-23,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD512 = Sun AM Wake Because of Noise or Activity,-0.055003936743309806,4.19797338793457e-06,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.13096095343304018,4.0583417250578825e-28,6990
C4H73DFD = How many times per day do you do exercise/activity D?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.028514814495292286,0.01712214831662335,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.11624336607743897,1.84471481980969e-22,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD516 = Sun AM Time Get Out of Bed,0.11232534315918413,4.5436978333072856e-21,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD517 = Sun AM How Deeply Did You Sleep,0.08084127359945714,1.2994043129368149e-11,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD518 = Sun AM How Well Rested Do You Feel,0.03268422475481455,0.006278970952642316,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD519 = Sun AM How Alert Do You Feel,0.061758438688115896,2.3737419481748752e-07,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4AD520 = Sun AM Overall Quality of Sleep,0.06350169962139751,1.0750955207821432e-07,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WA1SLT = Active 1 Sleep Time,0.1746331979463615,5.480357913511956e-49,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WA1PSL = Active 1 % Sleep Time,0.16381559159982095,3.0611074342705127e-43,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WA1SLB = Active 1 # Sleep Bouts,0.1747054866854362,5.001554550310052e-49,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WA1ASB = Active 1 Avg Sleep Bouts,0.03136815915792622,0.008722336436968965,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WS2SLT = Sleep 2 Sleep Time,0.016037717343199843,0.18001808917052733,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WS2PSL = Sleep 2 % Sleep Time,0.15911403113543518,7.310399523279218e-41,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WS2SLB = Sleep 2 # Sleep Bouts,-0.10148581166293666,1.8113622073984273e-17,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.2001609235686575,4.273571500209752e-64,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.08040310529979754,1.6746395541437397e-11,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4BHDL = Blood HDL Cholesterol (mg/dL),-0.0008120073483971271,0.9458837590215834,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.12252773812152742,8.582608400766206e-25,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.07481436063112203,3.7859892756440795e-10,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H1I = Have you ever had diabetes?,-0.19575344124269553,2.490493966242714e-61,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4BHA1C = Blood Hemoglobin A1c %,0.2346856179430176,4.3928782505522744e-88,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H1B = Have you ever had high blood pressure?,-0.19159426792733802,8.819972999145039e-59,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4P1GS = Average BP (sitting) systolic,-0.08141760489508024,9.288352940669468e-12,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4P1GD = Average BP (sitting) diastolic,-0.12794970529391755,6.629857625999554e-27,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C1PA26 = Ever had cancer,-0.14116603350032797,1.9170638711968944e-32,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C1PA28AA = Age breast cancer diagnosed,0.09086039439199732,2.722320288841748e-14,6990
C4H73DFD = How many times per day do you do exercise/activity D?,C4H1P = Have you ever had cancer?,-0.11018117911402896,2.5039124386823825e-20,6990
C4H73DFD = How many times per day do you do exercise/activity D?,Family history of breast cancer,-0.12715525254411514,1.3702019217651316e-26,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.9975387741576069,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73DI = What is the intensity of exercise/activity D?,0.9985003080845686,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73EC = Exercise/Activity E – Coded,0.5610001976357771,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73ES = Seasonal exercise/activity E?,0.5609875456235232,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73EFD = How many times per day do you do exercise/activity E?,0.5609926277568567,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73EFW = How many days per week do you do exercise/activity E?,0.5609537588352352,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.5609285171300811,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73EI = What is the intensity of exercise/activity E?,0.5608006304214403,0.0,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73FC = Exercise/Activity F – Coded,0.3991789728057684,9.883696874916676e-266,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73FS = Seasonal exercise/activity F?,0.39922333603748905,8.529736472087206e-266,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73FFD = How many times per day do you do exercise/activity F?,0.39933641296049543,5.8587334979552724e-266,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73FFW = How many days per week do you do exercise/activity F?,0.3993129566360676,6.333569515990091e-266,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.3992161545728804,8.735623269322846e-266,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73FI = What is the intensity of exercise/activity F?,0.3992753716424122,7.175855534744482e-266,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73GC = Exercise/Activity G – Coded,0.25375958367280477,3.745268636886076e-103,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73GS = Seasonal exercise/activity G?,0.25375958367280477,3.745268636886076e-103,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73GFD = How many times per day do you do exercise/activity G?,0.2537583472583041,3.7540737771519793e-103,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73GFW = How many days per week do you do exercise/activity G?,0.25375803775850736,3.7562811135298473e-103,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.25376044239243334,3.739165382182415e-103,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H73GI = What is the intensity of exercise/activity G?,0.25375583235563165,3.7720474624714747e-103,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H60 = Have you now or in the past used tobacco regularly?,0.04447716162787883,0.00019942558239057647,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",0.04003302789303584,0.0008146943869753758,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H61A = Do you currently smoke cigarettes regularly?,0.020970429984547026,0.07957839240698558,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.03906973189970301,0.001086415683003522,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H63 = For how many years did you smoke regularly?,0.039934008771532165,0.0008393949501507057,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",0.03764240259529303,0.0016456518621344011,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H65 = How old were you the last time you smoked regularly?,0.04327591787709592,0.000295533128375011,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.040240005035231646,0.0007652260008367962,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.049208239071929144,3.85717551365168e-05,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.14680681787846175,5.607233076659223e-35,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",-0.056358962152425154,2.418715349542399e-06,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,0.0911665497181134,2.2297427311010185e-14,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.10104161414123064,2.4991120584665384e-17,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.13601637167104078,3.2132315618547214e-30,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.09641368228754833,6.574799276618386e-16,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD59 = Sun AM Minutes To Fall Asleep,0.09699592325595838,4.393901998598216e-16,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.16218812634755517,2.0760078706862918e-42,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD511 = Sun AM How Many Times Did You Wake,-0.11521967268115553,4.306490491166469e-22,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD512 = Sun AM Wake Because of Noise or Activity,-0.05610894182205653,2.6802494588914143e-06,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.12736498464495075,1.1317376671896587e-26,6990
C4H73DFW = How many days per week do you do exercise/activity D?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.028522133168228502,0.017093686815738043,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.11725961156585724,7.891670980737612e-23,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD516 = Sun AM Time Get Out of Bed,0.11318379014288302,2.2731915079659354e-21,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD517 = Sun AM How Deeply Did You Sleep,0.08333735598333065,2.9852559447327415e-12,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD518 = Sun AM How Well Rested Do You Feel,0.03567633724485115,0.002852702941179417,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD519 = Sun AM How Alert Do You Feel,0.06405114454101112,8.33971619549884e-08,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4AD520 = Sun AM Overall Quality of Sleep,0.06653792187476762,2.5744300129213647e-08,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WA1SLT = Active 1 Sleep Time,0.17201934328947516,1.4548660834890753e-47,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WA1PSL = Active 1 % Sleep Time,0.1611108164209334,7.290916728178404e-42,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WA1SLB = Active 1 # Sleep Bouts,0.17129815406247895,3.562436251946514e-47,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WA1ASB = Active 1 Avg Sleep Bouts,0.03410003357678721,0.004354166174367375,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WS2SLT = Sleep 2 Sleep Time,0.014994463193118977,0.21003229283481656,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WS2PSL = Sleep 2 % Sleep Time,0.1594986497012346,4.700133166386084e-41,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WS2SLB = Sleep 2 # Sleep Bouts,-0.10309873956230481,5.5631120393767035e-18,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.20146021804768904,6.351834132290801e-65,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.07860234313758738,4.6838859499547494e-11,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4BHDL = Blood HDL Cholesterol (mg/dL),0.0004630391954844914,0.9691247614868937,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.12072977251934006,4.107341730572482e-24,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.07503920321998866,3.353663393841551e-10,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H1I = Have you ever had diabetes?,-0.1960998784472139,1.5181183753046095e-61,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4BHA1C = Blood Hemoglobin A1c %,0.23416333202694511,1.0886690422460592e-87,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H1B = Have you ever had high blood pressure?,-0.19025815888902076,5.6488128310023846e-58,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4P1GS = Average BP (sitting) systolic,-0.08172274420639757,7.768430415751162e-12,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4P1GD = Average BP (sitting) diastolic,-0.1273549480981168,1.1421487998221604e-26,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C1PA26 = Ever had cancer,-0.14229729720293052,6.06243826802855e-33,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C1PA28AA = Age breast cancer diagnosed,0.0904639570009378,3.521757456372748e-14,6990
C4H73DFW = How many days per week do you do exercise/activity D?,C4H1P = Have you ever had cancer?,-0.10921064976571408,5.363027536766029e-20,6990
C4H73DFW = How many days per week do you do exercise/activity D?,Family history of breast cancer,-0.12223817852902659,1.1061392877946395e-24,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73DI = What is the intensity of exercise/activity D?,0.9983790515176489,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73EC = Exercise/Activity E – Coded,0.5673522482783567,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73ES = Seasonal exercise/activity E?,0.5674193314503303,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73EFD = How many times per day do you do exercise/activity E?,0.5673894603103182,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73EFW = How many days per week do you do exercise/activity E?,0.5673792321528304,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.5674427311023783,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73EI = What is the intensity of exercise/activity E?,0.5674387983127638,0.0,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73FC = Exercise/Activity F – Coded,0.40009997790776997,4.619234348424181e-267,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73FS = Seasonal exercise/activity F?,0.40009979168369825,4.622100830771384e-267,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73FFD = How many times per day do you do exercise/activity F?,0.4000583745438874,5.305854113725935e-267,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73FFW = How many days per week do you do exercise/activity F?,0.4000679566171178,5.13918449705834e-267,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.40008227889668024,4.899764890025194e-267,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73FI = What is the intensity of exercise/activity F?,0.4001261905759878,4.232969416687024e-267,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73GC = Exercise/Activity G – Coded,0.24953599767162482,1.0578961987110576e-99,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73GS = Seasonal exercise/activity G?,0.24953599767162482,1.0578961987110576e-99,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73GFD = How many times per day do you do exercise/activity G?,0.24953790380843302,1.05414503497342e-99,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73GFW = How many days per week do you do exercise/activity G?,0.24953875057727243,1.0524829036355905e-99,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.24953612333282532,1.057648495477084e-99,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73GI = What is the intensity of exercise/activity G?,0.2495383935857893,1.05318332691608e-99,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H60 = Have you now or in the past used tobacco regularly?,0.04333320272733905,0.0002901045591636212,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",0.03937155861356689,0.0009933798866445524,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H61A = Do you currently smoke cigarettes regularly?,0.021893469467313426,0.06720176956327938,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.03603283975335101,0.0025867113614197372,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H63 = For how many years did you smoke regularly?,0.0407707757396503,0.0006508246104589654,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",0.03834685802086414,0.0013429409249212942,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H65 = How old were you the last time you smoked regularly?,0.043929001778843124,0.00023891893253568067,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",0.04077454742050892,0.0006500718147449525,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",0.04814832018608884,5.646549114017254e-05,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",-0.1446147383602774,5.566548516740332e-34,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",-0.05635905109139435,2.4186268278177714e-06,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,0.08459970623942091,1.395476824822518e-12,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.09843003736394998,1.611670740513235e-16,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,0.13589166598165192,3.628749300602306e-30,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.09514804391254643,1.5658770767290343e-15,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD59 = Sun AM Minutes To Fall Asleep,0.09466254244886434,2.1778124538291763e-15,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.15914846683518674,7.027255439169731e-41,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD511 = Sun AM How Many Times Did You Wake,-0.12121153599866814,2.7062510289787275e-24,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD512 = Sun AM Wake Because of Noise or Activity,-0.05307868486734707,8.994030013361585e-06,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.13022608864514348,8.073403703383485e-28,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.033074364300276216,0.00568382909260585,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,0.11603968822807925,2.1849820109965013e-22,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD516 = Sun AM Time Get Out of Bed,0.11285977921568165,2.954130801862025e-21,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD517 = Sun AM How Deeply Did You Sleep,0.07900893747502329,3.720561909881302e-11,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD518 = Sun AM How Well Rested Do You Feel,0.03203773534346212,0.00738947852935706,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD519 = Sun AM How Alert Do You Feel,0.06137404119297366,2.818815426611081e-07,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4AD520 = Sun AM Overall Quality of Sleep,0.06162166243651292,2.523712246030737e-07,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WA1SLT = Active 1 Sleep Time,0.1731953968463158,3.3489794585542704e-48,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WA1PSL = Active 1 % Sleep Time,0.16218919166497517,2.0734216950870642e-42,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WA1SLB = Active 1 # Sleep Bouts,0.17304525931078468,4.0420731483031813e-48,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WA1ASB = Active 1 Avg Sleep Bouts,0.031858167921845856,0.007727709653495466,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WS2SLT = Sleep 2 Sleep Time,0.013760216030191253,0.25002512591311593,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WS2PSL = Sleep 2 % Sleep Time,0.1584164432745719,1.6241925419114897e-40,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WS2SLB = Sleep 2 # Sleep Bouts,-0.10165070163190412,1.6068020529287513e-17,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.198747850634903,3.346855993300539e-63,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.07755751423090104,8.41927516086072e-11,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4BHDL = Blood HDL Cholesterol (mg/dL),0.0032544798551055734,0.7855860217312843,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4BLDL = Blood LDL Cholesterol (mg/dL),-0.12109066496264083,3.005360791730103e-24,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.07641415006494602,1.5855290705352499e-10,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H1I = Have you ever had diabetes?,-0.19456356218950263,1.3538041324672902e-60,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4BHA1C = Blood Hemoglobin A1c %,0.23455036302597806,5.557940116353825e-88,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H1B = Have you ever had high blood pressure?,-0.18817889710833685,9.886597591698938e-57,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4P1GS = Average BP (sitting) systolic,-0.08263706459926524,4.530038718085244e-12,6990
C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4P1GD = Average BP (sitting) diastolic,-0.1302069549320962,8.218854276951462e-28,6990
