,C4H73AC = Exercise/Activity A – Coded,C4H73AS = Seasonal exercise/activity A?,C4H73AFD = How many times per day do you do exercise/activity A?,C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73AI = What is the intensity of exercise/activity A?,C4H73BC = Exercise/Activity B – Coded,C4H73BS = Seasonal exercise/activity B?,C4H73BFD = How many times per day do you do exercise/activity B?,C4H73BFW = How many days per week do you do exercise/activity B?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73BI = What is the intensity of exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,C4H73CS = Seasonal exercise/activity C?,C4H73CFD = How many times per day do you do exercise/activity C?,C4H73CFW = How many days per week do you do exercise/activity C?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73CI = What is the intensity of exercise/activity C?,C4H73DC = Exercise/Activity D – Coded,C4H73DS = Seasonal exercise/activity D?,C4H73DFD = How many times per day do you do exercise/activity D?,C4H73DFW = How many days per week do you do exercise/activity D?,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73DI = What is the intensity of exercise/activity D?,C4H73EC = Exercise/Activity E – Coded,C4H73ES = Seasonal exercise/activity E?,C4H73EFD = How many times per day do you do exercise/activity E?,C4H73EFW = How many days per week do you do exercise/activity E?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H73EI = What is the intensity of exercise/activity E?,C4H73FC = Exercise/Activity F – Coded,C4H73FS = Seasonal exercise/activity F?,C4H73FFD = How many times per day do you do exercise/activity F?,C4H73FFW = How many days per week do you do exercise/activity F?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73FI = What is the intensity of exercise/activity F?,C4H73GC = Exercise/Activity G – Coded,C4H73GS = Seasonal exercise/activity G?,C4H73GFD = How many times per day do you do exercise/activity G?,C4H73GFW = How many days per week do you do exercise/activity G?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73GI = What is the intensity of exercise/activity G?,C1PA26 = Ever had cancer,C1PA28AA = Age breast cancer diagnosed,C4H1P = Have you ever had cancer?,Family history of breast cancer,C1PA24 = High blood pressure ever diagnosed,C1PA24A = Number years ago told high blood pressure,C1PA24B = Ever taken high blood pressure medicine,C1PA24EC = High blood pressure therapy - Exercise,C4H1A = Have you ever had heart disease?,C4H1B = Have you ever had high blood pressure?,C4H1C = Have you ever had circulation problems?,C4H1D = Have you ever had blood clots?,C4H1E = Have you ever had a heart murmur?,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4H1H = Have you ever had cholesterol problems?,C4P1F1D = BP (sitting) 1 diastolic,C4P1F2S = BP (sitting) 2 systolic,C4P1F2D = BP (sitting) 2 diastolic,C4P1F3S = BP (sitting) 3 systolic,C4P1F3D = BP (sitting) 3 diastolic,C4P1GS = Average BP (sitting) systolic,C4P1GD = Average BP (sitting) diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4BCHOL = Blood Total Cholesterol (mg/dL),C4BTRIGL = Blood Triglycerides (mg/dL),C4BHDL = Blood HDL Cholesterol (mg/dL),C4BLDL = Blood LDL Cholesterol (mg/dL),C4BRTHDL = Blood Ratio Total / HDL Cholesterol,Family history of stroke,Family history of circulation problems,Family history of high blood pressure,Family history of heart disease
C4H1P = Have you ever had cancer?,0.15841761691663742,0.22715262377239928,0.2274050258839608,0.2193162473756488,0.23307411675843126,0.22129571381382204,0.2690632077785506,0.2775511179340493,0.2966582432262385,0.3082401471490983,0.2658286446060487,0.23169739542831558,0.45814682659149086,0.42536790762397264,0.45273719227564596,0.4534662472943582,0.4086893120797729,0.4582835091550557,-0.15276446730405036,-0.1561269012369437,-0.15570188962716375,-0.1551271750569941,-0.15386152953548998,-0.14921333163403314,-0.09110546660340324,-0.09453974687682888,-0.09388511656813832,-0.09384380536898551,-0.08868679417576696,-0.08734595528384337,-0.06693073770604269,-0.06607461828592676,-0.0654818411053893,-0.06470437897224374,-0.06948386574975664,-0.060223256066018645,-0.06965663838461911,-0.06965494095712164,-0.0696762926358535,-0.06965372693510184,-0.0696575808394232,-0.06946887930322432,0.6218696301390947,0.08288872161510495,1.0,0.2164893460856074,-0.26085059123053383,-0.2617571069091801,-0.2639154172316931,-0.14050491140866342,-0.10053147069446099,0.29777972670949726,-0.10447157559197506,-0.06695682738786436,-0.07543638276860291,0.005451805315710372,0.3088982962566951,0.3338280491572459,0.31672661890806053,0.36051018455251527,0.34791156297888576,0.3354466987837489,0.349122770533998,0.345415506678086,0.3409299906840197,0.34961918792261304,0.11987831413114028,0.0740027506529248,-0.03326035728303328,0.15369975764548088,0.10766955115913567,-0.2895921631185011,-0.39541072314623693,-0.15627847199996392,-0.18447194739876263
Family history of breast cancer,0.009481433121088336,0.05805715157290692,0.05561180919880232,0.050657826077967524,0.04919479421045736,0.05525111184636653,0.15041495867723334,0.15150703492443687,0.16158434441551695,0.1676580949270022,0.1427752166299018,0.12107872758463743,0.28221244555412367,0.2631047689476238,0.27791949157102047,0.2785927447897178,0.25774580971616257,0.2813911695095498,-0.09900310696167731,-0.0969601339303429,-0.09662540163391002,-0.09512461873712276,-0.1026929969649305,-0.09205278789796104,-0.0321295645873599,-0.03495678197427424,-0.034342319846750555,-0.03401382184953924,-0.04088815998766397,-0.03680775666281921,-0.033306087953499104,-0.034312275665312926,-0.032905382658741086,-0.030728451465444596,-0.03687465778502119,-0.027531721765647502,-0.020564921983847045,-0.020731179345441143,-0.020271069943114634,-0.021166331765326694,-0.02044332715484383,-0.01858256660575304,0.24903702406835113,-0.08644687038988946,0.2164893460856074,1.0,-0.17464969787037818,-0.17834707281922638,-0.17332187850718783,-0.08250004673199025,-0.06764341415440249,0.17842142228470728,-0.06892565643313998,-0.08306255355938724,-0.17330192882360015,-0.02165552004786117,0.11111419347055403,0.15365970340366925,0.16449537660257754,0.13742442843961952,0.17560645330541122,0.13726369267337243,0.17876772043675052,0.14692548808444186,0.17442854082063897,0.1361560966866595,0.08135138046585406,0.028407022478653274,-0.020273937661916562,0.08504291860204294,0.041933721280366376,-0.10568637870434931,-0.21160812787020683,-0.07815096817455935,-0.08390460671251045
C1PA24 = High blood pressure ever diagnosed,-0.11513819571162723,-0.1665382219646292,-0.16550168323269276,-0.15971337185184517,-0.17073988638533624,-0.1744473163309394,-0.22963540808647023,-0.23266812776418253,-0.24406580344701131,-0.25203846273070474,-0.22822702873867123,-0.19555424837972862,-0.33853820259319756,-0.3186309997180236,-0.33558130568907574,-0.335558096372488,-0.31040993008197065,-0.34056200053487884,0.04917442426908429,0.051009465766658775,0.05016175391506184,0.04956220296485851,0.053292586009629876,0.04902550086414855,0.007198765511234578,0.009451114286894748,0.009011143696871716,0.009792372371958314,0.010335886631606539,0.008064715565134543,0.013693537120026765,0.013505470426038212,0.01279114181748588,0.011659056520911294,0.015156334351336613,0.009592709784830303,0.008102289119322335,0.008040887846762294,0.007650983344698654,0.0083537615029527,0.007402758995332414,0.0065541799904877225,-0.3516958126671786,0.006685310556118433,-0.26085059123053383,-0.17464969787037818,1.0,0.9560384311795986,0.9703444804795666,0.42863258207193605,0.17337302219168302,0.11026801512693594,0.08366026493218205,0.10853002543415767,0.12333574285453423,0.17916737848284944,-0.07295342869879261,-0.2322521202625327,-0.2752088523445843,-0.23903565185994213,-0.28361580461387104,-0.2116458330152045,-0.28427896265715,-0.23522521285955253,-0.2855314693101477,-0.22533731469755258,-0.04508579509689677,-0.06094934289731034,0.04551903314684134,-0.06187444139359448,-0.07057095619680628,0.18772668602063053,0.2303219224272357,0.08369113677668244,0.08312499624673811
C1PA24A = Number years ago told high blood pressure,-0.1183307197277196,-0.17097584903375623,-0.17020721637461747,-0.16408598327395277,-0.17640412487146928,-0.1784612017473894,-0.2293669768034833,-0.23308575181464705,-0.24463647235711344,-0.25280411271155245,-0.22767329006182815,-0.19355252926543326,-0.3330707277614976,-0.3121358310329753,-0.3304466669756656,-0.3303088258039852,-0.30292483330105,-0.33655924830473566,0.05506812368227096,0.05663302463989712,0.055645982397172174,0.05523153886040719,0.058961665333590846,0.0545459533140655,0.008744628813114505,0.010957973928840183,0.010461395606319045,0.011331676087680551,0.011823996527287719,0.009909185320007443,0.013707062983637053,0.013582713561515773,0.012825859071551047,0.01161317705586755,0.015104506727417099,0.009535162390342092,0.005807478163603181,0.005754198005519352,0.005360722755557329,0.006051373287645892,0.005138581435070791,0.0042503955111332925,-0.3585962969038588,0.014585402487735846,-0.2617571069091801,-0.17834707281922638,0.9560384311795986,1.0,0.9864128292853838,0.43467902839600997,0.16389632253049827,0.10469108709774633,0.07064704495508693,0.09643844033783605,0.11473977775001541,0.16402822126946875,-0.0772475278698721,-0.24523819680455186,-0.27913862422139013,-0.24934846591616963,-0.2894851501190736,-0.22188224821780095,-0.290065229224573,-0.24785443447957534,-0.2905719299643037,-0.23547527687830574,-0.05013833983846795,-0.06319734083297857,0.04789064038454449,-0.06690253309779326,-0.07399682615440392,0.19950554155213993,0.23991416250396314,0.09915760715739502,0.08334456611414491
C1PA24B = Ever taken high blood pressure medicine,-0.11850200688461335,-0.17199179001951984,-0.1709921091553591,-0.16498883719622004,-0.17663619906180852,-0.1800082480930136,-0.2331626754112936,-0.23700804112468277,-0.2486706709467552,-0.25697007160993557,-0.23187943602975575,-0.19708282829754964,-0.34187665321447874,-0.3211557356776048,-0.3393290710720656,-0.3392466926976216,-0.31196000449417977,-0.34515727532020896,0.05178977313149025,0.053509483771315175,0.05256299282991239,0.05201642553257477,0.0557395656456667,0.05144473548647469,0.007242177750589812,0.009538004774963938,0.00906184726224371,0.009851739155790955,0.010472374570455812,0.008384915698340637,0.012431705662270488,0.01224716798091909,0.011508837229095783,0.010370290414517782,0.013893698030695182,0.00832012441148826,0.007617556700687042,0.007560277208080134,0.0071533308176388154,0.007874080295572275,0.006915348219798146,0.006001870047878341,-0.3604936190675155,0.01633039030679847,-0.2639154172316931,-0.17332187850718783,0.9703444804795666,0.9864128292853838,1.0,0.44458842705995144,0.18139929496722998,0.10936835920345535,0.08269171617579166,0.10899141556776172,0.12319554864886378,0.18364112727930837,-0.08031653157216213,-0.2405537360751087,-0.2809625855655975,-0.2487742916395687,-0.2896386629122524,-0.21930311755878254,-0.2915545443464766,-0.24476345368968813,-0.29158439021467797,-0.23398965471742159,-0.0470504556164036,-0.061702997323240485,0.048562477108751084,-0.06478053516179608,-0.07218014409733246,0.18911297293583643,0.2392186153038466,0.09832798705070538,0.08486699868986568
C1PA24EC = High blood pressure therapy - Exercise,-0.0013850229573069753,-0.02770047618791039,-0.02885390305267209,-0.027523223674094273,-0.026935008929163718,-0.03810493607885905,-0.025970252707151018,-0.031612562362001134,-0.038039678304648564,-0.04235522503744616,-0.02998817903488262,-0.011668841607642878,-0.11586133118823876,-0.10480282936187078,-0.11557229063879365,-0.11518049340060883,-0.10110221949135759,-0.11929717343698928,0.08188497380233949,0.08319407220152339,0.0830854416270049,0.08159513302608407,0.08679180655561863,0.08503235812409164,0.03822324643132398,0.038116036650909645,0.03816519266752765,0.03898477675092615,0.0421339961804888,0.042035152417677336,0.025575328398794374,0.025422172725704253,0.024884806563843655,0.023606524548769874,0.028904874508440568,0.020433958775631023,0.051398064534474396,0.05141856486871374,0.05039168659303323,0.05138228740025036,0.050562644511478065,0.04711722357238156,-0.17426983407883312,0.010111756754013837,-0.14050491140866342,-0.08250004673199025,0.42863258207193605,0.43467902839600997,0.44458842705995144,1.0,0.09783825261031602,0.05748194897751228,0.07074552725571494,0.050526089469496625,0.10392422022639886,0.11654491596696619,-0.044579311314395964,-0.16126564982228625,-0.2045553350130509,-0.16138413423095674,-0.1883187282159641,-0.15256711443136467,-0.20164453337850866,-0.16630165861824986,-0.20035847737679743,-0.15836764437818887,-0.021907727982733133,0.002054802855494711,0.0446706195267705,-0.02187054136968643,-0.005419023942238066,0.050382570887121246,0.05723797708180693,0.009919123694520538,0.010862344298772062
C4H1A = Have you ever had heart disease?,-0.11798659218120393,-0.15783169596678112,-0.15465023641726725,-0.15237065881125103,-0.156849761967471,-0.16664230166874902,-0.19164042795777672,-0.19366797081694442,-0.19928981279212224,-0.20320188979396395,-0.18672576290798837,-0.1730894431791797,-0.2383136027273703,-0.22862660837221346,-0.23904817682969726,-0.2394163510330313,-0.22501083414532208,-0.24510132589201278,0.029147727882433395,0.02643641372629526,0.027216958865138276,0.027158261359491107,0.022031936699782987,0.020721046530240768,-0.0212359952894962,-0.018114116408002184,-0.01844764576028865,-0.017691039289664204,-0.029405884770013758,-0.023413317422708888,-0.024978070019061133,-0.02488859817657911,-0.025272983786029792,-0.02579596652492205,-0.025783471783715102,-0.02664612658436237,-0.028301495234205505,-0.028300805569338634,-0.028309480757345185,-0.028300312312138576,-0.028301878153633712,-0.02822520871119057,-0.11166563907157182,0.08874173729087179,-0.10053147069446099,-0.06764341415440249,0.17337302219168302,0.16389632253049827,0.18139929496722998,0.09783825261031602,1.0,-0.04683201904577358,0.14443395845282458,0.12238526849722463,0.17023691326540305,0.1609730697508927,0.014779098747246793,0.043928017738472054,-0.11038127678020639,0.031882280138042576,-0.08093717228556249,0.04689875283572896,-0.1089665406535692,0.05593318567202066,-0.09776048235921697,0.0445884480544846,0.09032586261322177,0.008886593451238458,0.0736889646004757,0.053085299896641014,0.004910699420664313,0.16765356169590176,0.16453378680744798,0.11148314883423255,0.010810797134211271
C4H1B = Have you ever had high blood pressure?,-0.00819971780929871,0.03902597342552885,0.03698043731588434,0.032714513265393604,0.042988817424896845,0.030201434388715143,0.0954212733369639,0.10048212180327663,0.11524120950181818,0.12291444058528424,0.08930222238972808,0.07082775649792375,0.2526064971231181,0.22967641540953337,0.2505514660643886,0.2502833038345264,0.2183920118031098,0.2558609687757525,-0.19436020735241044,-0.1927395375178688,-0.19435195911648373,-0.19435069023919777,-0.18984526467955606,-0.19456196975405587,-0.14558694139649092,-0.14285643119788435,-0.14280496632287357,-0.14271332841268503,-0.13925903103087367,-0.14066201114344914,-0.10505481762410873,-0.10488012765148187,-0.10567535823368389,-0.10690887326611499,-0.10327065022294149,-0.10851178586282727,-0.05719400894032837,-0.05709405055353197,-0.05793780207410081,-0.057363807791034685,-0.057478861646282166,-0.06036062270832387,0.3288771646078137,-0.10964870891788397,0.29777972670949726,0.17842142228470728,0.11026801512693594,0.10469108709774633,0.10936835920345535,0.05748194897751228,-0.04683201904577358,1.0,-0.03720597714115512,-0.013469634232440844,-0.0038425228783270883,0.08307458180346514,0.4128769206882804,0.12415259086234753,0.08646260486104708,0.13837472740982892,0.09940377322587303,0.1411214648692775,0.10120487441344203,0.1397453885353801,0.09748051196769364,0.13850102936556855,0.1281353919976653,-0.016110756224679834,-0.04457497003685696,0.11974531123975855,0.00859704323930777,-0.24038146068033972,-0.32724863349387767,-0.2829224059642627,-0.19251094733196875
C4H1C = Have you ever had circulation problems?,-0.11465395755282934,-0.12818503543918497,-0.12488773733415047,-0.12640142608063726,-0.10751092681864559,-0.12420583650393462,-0.1497949319852083,-0.14971730092697932,-0.15188736672080047,-0.15512449754477853,-0.14660708214112325,-0.14192709389483113,-0.18722875703142994,-0.18705516657372487,-0.1880079295554893,-0.18764448188885088,-0.18597863848396942,-0.18795194934382084,-0.03557903956980127,-0.03407526892586356,-0.035012336920585946,-0.03536392207136642,-0.0320008369388827,-0.03662900646790213,-0.05461396832463616,-0.0548955161676349,-0.05468241458334821,-0.05549301843170188,-0.053097420120328594,-0.0493202364927389,-0.0995768310283383,-0.0966839989169151,-0.09643574361653408,-0.09898752121858546,-0.09938126915677122,-0.09784840678308951,0.03649611218715151,0.036634723919437305,0.035476540622370455,0.03625088267604767,0.03609454185758962,0.03169775203072463,-0.05154094190692199,0.02049585579034179,-0.10447157559197506,-0.06892565643313998,0.08366026493218205,0.07064704495508693,0.08269171617579166,0.07074552725571494,0.14443395845282458,-0.03720597714115512,1.0,0.14056383831011182,0.07126272124500366,0.17963146208736894,0.003579645952880837,-0.07452898709542974,-0.09187501842634826,-0.060300737781705506,-0.08285321020724062,-0.05478048218456017,-0.1051745954523408,-0.05909428915260281,-0.0890058068687239,-0.055091166070670924,0.10924596128278069,0.10475255840342969,0.13396191269413307,0.10129111171133566,0.09715839469335055,0.08094922197233621,0.016648147436043627,0.04066091779474935,0.03569038486387485
C4H1D = Have you ever had blood clots?,-0.1268627694314016,-0.15798844123475375,-0.15424557106847064,-0.15313042103002186,-0.17361871684825253,-0.16078314265090768,-0.1239019125420887,-0.12092624879275014,-0.12489988636246356,-0.12866732348146306,-0.11442879128209416,-0.10482924619641956,-0.1620736865441803,-0.14771216526454065,-0.1550207568489745,-0.15465117275394474,-0.13939502569623846,-0.15737014067559094,0.0001677086481126071,0.00031672041403776256,0.0002591581277583006,0.001086616292956948,0.0021857462984177073,0.0010834161453877789,0.025571978457777287,0.02458100364956413,0.025375947615442988,0.02552142643643508,0.020615088148777997,0.02749831384614778,0.06438664846247165,0.06145970943263047,0.062161646372997724,0.06399778691866116,0.06095639390925789,0.06751085549740012,0.03529789343184234,0.035475739078328364,0.03716475991974216,0.03447595803782753,0.03785641457623078,0.041769524681270445,-0.08602132087515674,0.05893383709240428,-0.06695682738786436,-0.08306255355938724,0.10853002543415767,0.09643844033783605,0.10899141556776172,0.050526089469496625,0.12238526849722463,-0.013469634232440844,0.14056383831011182,1.0,0.11155730907661772,0.18480131878406622,-0.015135337912238419,-0.0034816321487443945,-0.036716746065736786,-0.013121553314636727,-0.04132321966508215,0.00919072267130854,-0.04321722267138997,0.006851205850967762,-0.04106910618679403,0.0015526541908083091,-0.06747454369613647,-0.052607806067552464,-0.013675582790438139,-0.07330812814073878,-0.060727356276799094,0.033147104088608166,0.05777945253465111,0.0699518025750657,0.10971119091563433
C4H1E = Have you ever had a heart murmur?,0.021482025223894356,-0.015974066366237487,-0.012187299314854278,-0.009684570083888636,-0.014206474803640635,-0.01762098143899508,-0.025017599139266645,-0.02272853090173609,-0.03219682785524514,-0.03745467860063827,-0.022536078512396602,-0.005615321342535145,-0.11514398698438534,-0.1023075637113298,-0.11467260120818004,-0.11502481203945913,-0.09497002406623978,-0.12216031697653568,0.027167281123438046,0.02639078697448037,0.02531410313882493,0.025250414170514872,0.02920544194401864,0.02012269092452102,-0.002163253067911659,0.0005975769535460013,0.00045873440077377173,0.000716515793390596,0.004058491169083984,0.001984115332402149,0.007821969824700892,0.005937665144518647,0.006693097550096077,0.007306973349914853,0.009264779791171613,0.0029639216622190014,0.006052826051560973,0.005536663255740292,0.006080549039362116,0.0062220579711997,0.004575304988799275,0.008427481165991523,-0.09478339607137838,0.05646888919432423,-0.07543638276860291,-0.17330192882360015,0.12333574285453423,0.11473977775001541,0.12319554864886378,0.10392422022639886,0.17023691326540305,-0.0038425228783270883,0.07126272124500366,0.11155730907661772,1.0,0.10426226418261378,-0.08993172203545942,-0.057340293007659415,-0.1609350808753496,-0.06036290376941021,-0.15343570919344474,-0.015270613631914594,-0.15993679209774217,-0.05498000508636834,-0.16030268382426172,-0.03581623608535544,-0.11581022105568112,-0.1059863166980359,-0.07175592489016863,-0.1188609090709407,-0.1075782236973781,0.0810194546123798,0.07437848154005615,0.07778765219405227,0.06750339214528298
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,-0.10839012816755,-0.12317966830317191,-0.12145844969301836,-0.12171850565811582,-0.12520847026141155,-0.13285353935061028,-0.1798578397085424,-0.1783598057871415,-0.18211167024813593,-0.18348697316783247,-0.18008255447814703,-0.16861965909350185,-0.1696017695236823,-0.1629766664844446,-0.1657889117353538,-0.16520182861658936,-0.15842114452789002,-0.16495864146953598,0.026394879570859734,0.021301406922719427,0.022390444554628935,0.023404603579736106,0.02077456658564352,0.029726237795631046,0.028480153241346277,0.022370059470299193,0.024507088531676276,0.02521841814932051,0.02907051220271244,0.03460065063740308,-0.024721583121848467,-0.024734651611936682,-0.02474011743069628,-0.024731729120175225,-0.024589644451568887,-0.024578828444935207,-0.015426171246023447,-0.015425795333434692,-0.015430523879918579,-0.01542552647590726,-0.01542637996222803,-0.015384590087216723,-0.04932955275936507,0.014550815121621045,0.005451805315710372,-0.02165552004786117,0.17916737848284944,0.16402822126946875,0.18364112727930837,0.11654491596696619,0.1609730697508927,0.08307458180346514,0.17963146208736894,0.18480131878406622,0.10426226418261378,1.0,2.3891389304351003e-05,-0.0032238929232431207,-0.014761841072314218,0.015275375556267373,-0.00988837165752719,-0.0133035907110166,-0.029327246780029664,0.004375796226652351,-0.013509950384739872,0.0040227530312957,0.021736527812638306,0.008304632637995727,0.034604381287494254,0.0076128059954908255,0.0045069391333301895,0.03595015078140654,0.036922242368331214,0.057893541436867806,-0.020253270162485827
C4H1H = Have you ever had cholesterol problems?,-0.02327533898001519,0.02143224849853447,0.024080725179735113,0.01744892638981829,0.030176854698502387,0.017170715525512296,0.09397020913485993,0.09843993852153253,0.11567707978032084,0.12420821860620018,0.09272577043962543,0.07394624915019704,0.23413841652861464,0.21500714098401472,0.23519890226062234,0.23518420217017227,0.20591333364215733,0.24180390460604478,-0.134244322003428,-0.13847126567667523,-0.13906910504452302,-0.13777602688340465,-0.13662946873701892,-0.13235464289632912,-0.053562294964748,-0.05393032691145759,-0.05331089400035108,-0.05288431119704025,-0.057177399385606974,-0.047450984355015546,-0.09071114316816316,-0.08990251443614282,-0.09069086760872389,-0.09212940873874231,-0.09261603837264208,-0.09099730549481896,-0.04448933477777545,-0.043970138414681545,-0.04424259989249288,-0.045188953507025814,-0.04247752527693324,-0.04563899685232592,0.2921570075360122,-0.049292417018025406,0.3088982962566951,0.11111419347055403,-0.07295342869879261,-0.0772475278698721,-0.08031653157216213,-0.044579311314395964,0.014779098747246793,0.4128769206882804,0.003579645952880837,-0.015135337912238419,-0.08993172203545942,2.3891389304351003e-05,1.0,0.19399861796739057,0.17297223235784676,0.21007021523953512,0.18486285390918689,0.19358995920918734,0.1992306469442983,0.20950863060663816,0.18373765027419614,0.2012621246271845,0.13445650920653032,0.04040588591564046,0.003826778801006133,0.13531079811415272,0.05909212259915511,-0.2483750282748797,-0.2899441128028267,-0.1582185284840872,-0.20214461838602787
C4P1F1D = BP (sitting) 1 diastolic,0.09945472343387211,0.15524881824825587,0.15645375114247165,0.1466914121686956,0.15871549331474166,0.14791376271687673,0.1939422302272535,0.19859283417091794,0.21494873072419268,0.2225676541152966,0.19779813081071884,0.15499003605052372,0.31486685579582935,0.29658387042073453,0.31483825061228377,0.3135462311377862,0.2871428049028124,0.31251113019945365,-0.12736642207286292,-0.13630567661165863,-0.13483815200073573,-0.13378791712590915,-0.13519622664667771,-0.1337327092787426,-0.05561966095075361,-0.057269213198275555,-0.05723175328062135,-0.05644983783319205,-0.06564169692100186,-0.05365960984686138,-0.036666484008103566,-0.037232736084792294,-0.03647045117604558,-0.036708888829165495,-0.03776231722666668,-0.042618484438353615,0.005754178833637243,0.005772864263999838,0.006512535461534617,0.005529200259752658,0.006591876916234266,0.008654209933897743,0.2795828910254972,-0.050671872742462494,0.3338280491572459,0.15365970340366925,-0.2322521202625327,-0.24523819680455186,-0.2405537360751087,-0.16126564982228625,0.043928017738472054,0.12415259086234753,-0.07452898709542974,-0.0034816321487443945,-0.057340293007659415,-0.0032238929232431207,0.19399861796739057,1.0,0.6280799853360722,0.9075703937621895,0.6455071352010696,0.8866262711825806,0.6443769033568636,0.9343056297150851,0.6477370123660181,0.9157479843075674,0.07918405935209653,-0.003846435031111573,-0.09295416935426712,0.09057432638478337,0.026087792085336937,-0.16856363784775516,-0.2691896562298187,-0.0767641770624004,-0.18471678278144735
C4P1F2S = BP (sitting) 2 systolic,0.05734164182160937,0.12087101635433703,0.11854366370454072,0.11239630087793702,0.11992312149399262,0.11868061892554391,0.18522585888735263,0.1912701314024877,0.2059762722984007,0.21474100093225368,0.18779453879476848,0.15064381657585452,0.3582698657532346,0.3403063030795657,0.3575447133313823,0.35693681273888106,0.3298494835549496,0.35737847711815285,-0.0443838567023459,-0.05417810137120383,-0.05136994024296039,-0.05129636867693324,-0.04601547928338813,-0.04393544839134489,0.05911896792133138,0.0567495233838954,0.05702897029105182,0.058277779912501076,0.052147365418989025,0.060932653730048504,0.03304454529465239,0.032574832517036245,0.03282673229039944,0.032898894018568485,0.03398127326627892,0.030088449387509,0.04369013511149432,0.04370226571890605,0.043673762471562495,0.043437082363269194,0.04383217062194861,0.043400122585156006,0.29206352926396656,-0.014377058687078316,0.31672661890806053,0.16449537660257754,-0.2752088523445843,-0.27913862422139013,-0.2809625855655975,-0.2045553350130509,-0.11038127678020639,0.08646260486104708,-0.09187501842634826,-0.036716746065736786,-0.1609350808753496,-0.014761841072314218,0.17297223235784676,0.6280799853360722,1.0,0.6504071723491537,0.941236414543278,0.6238922795027717,0.9701095344783243,0.6421315335360758,0.98470757737444,0.6473217687012303,0.06676814695607676,0.03961735655035413,-0.055276304775537674,0.0874080503497255,0.05711655764069018,-0.19181331694649684,-0.2816051281572546,-0.14443481613264497,-0.10425725938176222
C4P1F2D = BP (sitting) 2 diastolic,0.09809301785022567,0.15776391331567116,0.1571626084693285,0.14942266891863817,0.165449872758222,0.1469260855277782,0.17297571023359254,0.1782510277783295,0.1941812578834176,0.20361896891637263,0.17802232640238388,0.1330616006307599,0.319889221889494,0.30047750443219434,0.3198343659396647,0.31884972645474824,0.28868475483723854,0.3211182645565123,-0.11839007108882706,-0.12688708939384521,-0.12531312064811426,-0.12472503561189288,-0.12416008098429329,-0.12261419889632177,-0.04462170236058518,-0.04808549959876519,-0.04755849568894112,-0.04667978817244909,-0.05110130805701898,-0.042109881622478924,-0.03479177404808475,-0.034866168599720464,-0.034820993693626366,-0.03564561087228417,-0.03435538718976706,-0.042115297513935904,-0.008798285039429317,-0.008721358544661943,-0.008498582932358754,-0.008829871629116599,-0.00830458707096416,-0.007917101545755712,0.3041390529752657,-0.03619540205763189,0.36051018455251527,0.13742442843961952,-0.23903565185994213,-0.24934846591616963,-0.2487742916395687,-0.16138413423095674,0.031882280138042576,0.13837472740982892,-0.060300737781705506,-0.013121553314636727,-0.06036290376941021,0.015275375556267373,0.21007021523953512,0.9075703937621895,0.6504071723491537,1.0,0.6652239819914334,0.9172575614520121,0.6611271023646744,0.9667177965113369,0.6688914259983602,0.9794345248791099,0.0686974996243434,-0.021732899923026024,-0.10563487851190492,0.08277799595367943,0.01285989795710182,-0.17681817474657904,-0.28476660395626036,-0.09823931007814994,-0.1965069730293061
